age,income,credit_score,debt_ratio,loan_amount,loan_approved
22,40914.27615494993,424,0.17252387694636206,15620.363628597468,0
46,61131.430580139604,653,0.5679742973160805,8627.535587504886,0
21,54489.38870609738,572,0.2963576135132884,16897.75152306115,0
27,69526.11934098197,544,0.9383157286513161,20581.231952590628,0
34,73422.66795090279,749,0.8187402294840508,22540.237957095767,0
27,50480.0622359865,546,0.983567206513663,13753.17949187027,0
34,38698.73194480725,819,0.259670838950414,27508.225175675565,0
37,56899.582144086744,440,0.969723632797977,4710.1662330162235,0
41,39834.26945371841,661,0.43123386979155787,16781.08354907231,0
22,80200.80871289935,307,0.3475187953137546,7938.528400350723,0
51,52048.02996624106,777,0.05034952696935324,15450.913187484497,1
23,44520.17673031837,651,0.05276525785960262,12390.466249474854,1
19,52770.204587973625,794,0.6920112559466547,17534.387281952808,0
30,29793.10565705455,726,0.4579289944340279,14365.59642948903,0
60,35425.789422340225,338,0.2265216260361057,10870.079109867418,0
60,68006.20861916638,486,0.6139703063252326,11198.545262180101,0
65,40146.58581542906,392,0.2528581182501112,24662.297487247764,0
28,34296.3352597709,385,0.5776317543444226,17217.618692312077,0
68,58049.79128790929,343,0.35920874698269034,6489.35646730806,0
64,67785.56231994496,436,0.823552226611819,17753.93867558382,0
40,60784.299659976,720,0.8206961607667793,14026.616688210013,0
33,64940.715287087245,373,0.4773503981224013,15023.005435485695,0
48,38648.073671458085,847,0.3508191093350156,19099.440769908986,0
28,28672.839998872343,811,0.36255979655909454,20916.13586856423,0
33,72520.0047793323,455,0.8057145256682179,10705.936360396554,0
25,45159.802417367966,554,0.328179482797612,14851.291729223081,0
21,46237.50475317429,470,0.20905937370684602,12269.444986307151,0
57,69922.91212773586,469,0.08468834187530683,17984.310905371312,0
21,58343.4501410099,621,0.4666931208844084,13838.477531319153,0
42,56838.31658122411,755,0.4821320989198419,15146.257398509377,0
20,82475.03517351625,454,0.8409087104029072,13648.616194949176,0
49,40347.22654429785,648,0.22123869644606398,14469.40242215334,1
20,63917.60192121856,750,0.3809912736683999,23523.255029640677,1
44,50855.19687345627,472,0.8084057388936909,26953.83082383862,0
46,54028.88418294885,309,0.8236236107489735,16885.46046871238,0
49,72927.02639618798,564,0.3846110759787682,14500.151100915484,0
67,57617.53634434436,737,0.4591240232866809,7021.816195551584,0
68,58074.441185744494,546,0.3032858908492829,11197.909000943131,0
36,66087.61005964704,845,0.9325548784193121,14366.319821070469,0
38,44525.70905685672,798,0.11864376574158031,11424.683896812869,1
22,37411.85498991491,428,0.93374942300147,11950.496185640388,0
35,34327.862089684495,626,0.6838664518353432,22876.947370280825,0
45,20504.65115935997,703,0.5315721526867312,15143.954068692408,0
59,80843.10694910484,658,0.032659060784495875,15591.059957009684,1
39,33451.87451417475,316,0.4755961918220083,11629.047198308866,0
38,46681.19564621342,573,0.4077481050027323,20887.72362384793,0
23,45847.80050166619,415,0.16121881197512256,13937.10686005716,0
18,54611.10046713651,390,0.6564096035006569,12395.68167424572,0
22,62236.05818808945,381,0.9711509073682858,7096.245913452793,0
58,62907.10232539618,623,0.5621888110645251,14694.49043124317,0
29,41253.83842146592,413,0.7147532764439458,12239.709991112992,0
43,47493.174293203825,357,0.06845045256601678,23422.898730084496,0
63,54238.69925732449,453,0.41766699581699473,24219.493460009755,0
51,46269.633107246795,703,0.11635848516449587,8823.597526168627,1
66,74110.18364029989,565,0.6127958355365104,9389.233810595015,0
31,57364.62427457377,614,0.9384821582141546,13618.40182436776,0
43,61023.16679074726,340,0.6617777324716385,10919.810523028642,0
62,59943.21903001119,404,0.07680304831442153,16087.082878433568,0
44,67602.10786227987,492,0.35466620498508283,13366.882554572163,0
26,52715.3233805556,700,0.5506633794408515,16402.66170277629,0
43,30547.5207806623,577,0.4032077561332522,20080.467608234834,0
64,55995.31927628962,653,0.8336440104751723,9678.892448322462,0
39,40229.64659312257,555,0.8146710047099892,19976.056112386992,0
64,42070.74977375365,398,0.6118310201032214,11356.737928399116,0
47,58795.4602813264,581,0.37345794513270525,25742.41424574388,0
60,68574.24607150453,702,0.25533637376324414,23104.87983124694,1
65,50319.073651040926,408,0.10587431821312931,14434.598320568824,0
34,54632.49518898446,498,0.35489768348655404,10182.082777349793,0
43,75533.22416952858,602,0.4131725172077195,9225.670101627084,0
53,53611.297692328524,626,0.6758229251040736,19368.14251037265,0
18,89025.24671270592,453,0.6581598242975735,14847.986167347508,0
25,58482.64468447316,704,0.07010813964125695,19634.33442875979,1
66,23588.558612662735,761,0.3952593154311578,26021.1448464782,0
52,61300.12431656799,431,0.18177886721736192,11148.085306419382,0
69,55717.37577324166,383,0.1568127053168057,8849.308781209562,0
32,69346.29131124119,698,0.8273021497372459,15962.80117266313,0
64,60097.72026904937,408,0.04191521671625753,20723.798057261487,0
39,47923.16024024339,520,0.41918287590212133,10297.698551071215,0
31,31635.526455659514,667,0.1682036557665182,15173.123693796231,0
43,46864.65114070962,446,0.879330215678474,21850.21830585495,0
45,37242.1931868605,411,0.5570405132750351,6835.610807548138,0
40,41292.14825292916,793,0.23138063637684803,16176.589807195498,1
31,58828.67606630914,804,0.5024272871663764,12299.484532006076,0
41,75048.56756527109,774,0.7314863597031158,15620.782954856515,0
19,55920.07294734471,570,0.9581180089194338,18548.92145291844,0
62,32061.754069472234,720,0.22044600424541894,16104.042539440456,0
43,56669.040023302114,666,0.8861817721293451,9948.887989440726,0
31,67949.47229968477,579,0.9343041141674903,12493.769308832607,0
68,40853.25643520927,582,0.9164205445320662,22132.96490162233,0
24,47989.742499906235,339,0.6354143568619098,16644.664469620493,0
20,50220.32292093796,488,0.6298206544347077,19201.59563792424,0
64,38226.5253037664,463,0.4032106331838228,16251.476550915213,0
40,59724.20650765789,835,0.7523978823037879,19045.580341209603,0
63,48185.77777088327,835,0.5312940183509319,13019.269550313391,0
60,56292.98665860542,303,0.6774380712282945,11162.441766162821,0
64,36687.6173329685,589,0.42845790384879545,18818.488579240235,0
62,43438.125495148844,732,0.7314964640431391,20636.87005222778,0
35,60835.72036741657,770,0.8244715176045491,10428.593446016792,0
55,44407.502718623495,480,0.14643625660281612,12120.27594288136,0
